2025122022001410681435265585	,XP1925122011101063252634001400	,2025-12-20 11:16:16 ,2025-12-20 11:16:16 ,2025-12-20 11:16:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1925122011101063252634001400,25.59   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121922001410681429671269	,XP2025121911101006594348000908	,2025-12-19 11:56:21 ,2025-12-19 11:56:21 ,2025-12-19 11:56:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2025121911101006594348000908,20.64   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251217200040011100680033939065	,                    	,2025-12-17 11:57:29 ,2025-12-17 11:57:35 ,2025-12-17 11:57:35 ,支付宝网站     ,即时到账交易          ,Peanut(张欢)      ,12 月生活费             ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,12 月生活费             ,已支出      ,
2025121422001110681409119449	,13180600725121427261026265562	,2025-12-14 18:55:04 ,2025-12-14 18:55:12 ,2025-12-14 19:24:45 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,67.45   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025121400003001680068883196	,                    	,2025-12-14 18:42:22 ,2025-12-14 18:42:53 ,2025-12-14 18:42:55 ,支付宝网站     ,即时到账交易          ,广发银行            ,信用卡还款               ,364.95  ,不计收支    ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121022001410681448401590	,K00001UFA420251210085040X0	,2025-12-10 08:50:43 ,2025-12-10 08:50:44 ,2025-12-10 08:50:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:08-缪家寨-08:50:40,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001410681444431382	,XP2225120922101430633879003729	,2025-12-09 22:51:59 ,2025-12-09 22:51:59 ,2025-12-09 22:51:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2225120922101430633879003729,10.67   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001410681443529465	,K00001UFA420251209085027X0	,2025-12-09 08:50:30 ,2025-12-09 08:50:31 ,2025-12-09 08:50:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:06-缪家寨-08:50:27,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120822001410681437316444	,K00001UFA420251208085434X0	,2025-12-08 08:54:36 ,2025-12-08 08:54:37 ,2025-12-08 08:54:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:17:58-缪家寨-08:54:34,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120722001110681435133731*13200601325120719820756265562	,13200601325120719820756265562	,2025-12-07 20:05:00 ,2025-12-07 20:05:00 ,2025-12-07 20:05:00 ,淘宝        ,即时到账交易          ,淘宝闪购            ,退款-盒马鲜生(大茂城店)       ,11.01   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,         ,
2025120722001110681435133731	,13170600725120781909586265562	,2025-12-07 17:51:36 ,2025-12-07 17:51:44 ,2025-12-07 18:41:54 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,53.49   ,不计收支    ,交易成功    ,0.00     ,11.01    ,                    ,         ,
2025120622001410681431304720	,XP1625120622101231016697000424	,2025-12-06 22:55:57 ,2025-12-06 22:55:58 ,2025-12-06 22:55:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1625120622101231016697000424,15.82   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120622001410681429821253	,XP1625120622101234738454001375	,2025-12-06 22:51:25 ,2025-12-06 22:51:25 ,2025-12-06 22:51:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1625120622101234738454001375,20.15   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120623001110681426862529	,13120600725120637248330265562	,2025-12-06 12:15:10 ,2025-12-06 12:15:21 ,2025-12-06 12:42:11 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,52.89   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025120522001410681426773880	,11160600725120530477802556485	,2025-12-05 16:37:02 ,2025-12-05 16:37:02 ,2025-12-15 16:53:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,天猫元隆雅图家居专营店     ,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1382532938,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120522001410681419880473	,K00001UFA420251205085850X0	,2025-12-05 08:58:55 ,2025-12-05 08:58:56 ,2025-12-05 08:58:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:20:37-缪家寨-08:58:50,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120422001410681418032869	,K00001UFA420251204085849X0	,2025-12-04 08:58:52 ,2025-12-04 08:58:53 ,2025-12-04 08:58:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:21:24-缪家寨-08:58:49,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120322001410681410797501	,K00001UFA420251203085021X0	,2025-12-03 08:50:26 ,2025-12-03 08:50:27 ,2025-12-03 08:50:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:16:59-缪家寨-08:50:21,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120222001410681408029933	,K00001UFA420251202085026X0	,2025-12-02 08:50:28 ,2025-12-02 08:50:29 ,2025-12-02 08:50:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:06-缪家寨-08:50:26,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120122001410681400811860	,K00001UFA420251201085433X0	,2025-12-01 08:54:36 ,2025-12-01 08:54:37 ,2025-12-01 08:54:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:17:07-缪家寨-08:54:33,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120122001410681456775896	,2025120101502300700006850006054129	,2025-12-01 08:16:31 ,2025-12-01 08:16:37 ,2025-12-01 08:16:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,签约商户            ,地铁7折早高峰通勤卡          ,0.10    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025113022001110681459202000*13130601325113078916272265562	,13130601325113078916272265562	,2025-11-30 13:58:36 ,2025-11-30 13:58:36 ,2025-11-30 13:58:36 ,淘宝        ,即时到账交易          ,淘宝闪购            ,退款-盒马鲜生(大茂城店)       ,0.49    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,         ,
2025113022001110681459202000	,13130600725113001758657265562	,2025-11-30 13:07:28 ,2025-11-30 13:07:35 ,2025-11-30 13:57:34 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,57.63   ,不计收支    ,交易成功    ,0.00     ,0.49     ,                    ,         ,
20251129102553010610680083240787	,25112963707515010872	,2025-11-29 16:14:49 ,2025-11-29 16:14:50 ,2025-11-29 16:14:49 ,支付宝网站     ,即时到账交易          ,中国人民健康保险股份有限公司  ,好医保·长期医疗-**露        ,346.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025112922001410681454568827	,XP1725112913100759353978002262	,2025-11-29 13:26:49 ,2025-11-29 13:26:50 ,2025-11-29 13:26:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1725112913100759353978002262,35.37   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025112622001410681439558858	,XP1625112622100603250129001834	,2025-11-26 22:08:55 ,2025-11-26 22:08:56 ,2025-11-26 22:08:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1625112622100603250129001834,25.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111522001410681421488221_RM0025112312201904811995000435	,XP1025111514101794149056000435	,2025-11-23 12:31:40 ,                    ,2025-11-23 12:31:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,退款-商户单号XP1025111514101794149056000435,25.20   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025111922001410681447363323	,K00001UFA420251119085441X0	,2025-11-19 08:54:44 ,2025-11-19 08:54:45 ,2025-11-19 08:54:45 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:16:41-缪家寨-08:54:41,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111822001410681445605868	,K00001UFA420251118085435X0	,2025-11-18 08:54:37 ,2025-11-18 08:54:38 ,2025-11-18 08:54:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:16:24-缪家寨-08:54:35,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111722001410681438437253	,K00001UFA420251117085437X0	,2025-11-17 08:54:38 ,2025-11-17 08:54:39 ,2025-11-17 08:54:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:18:28-缪家寨-08:54:37,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251115200040011100680018883966	,                    	,2025-11-15 17:41:24 ,2025-11-15 17:41:31 ,2025-11-15 17:41:31 ,支付宝网站     ,即时到账交易          ,Peanut(张欢)      ,11 月生活费             ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,11 月生活费             ,已支出      ,
2025111523001410681421289636	,XP2125111514101794202134003247	,2025-11-15 14:50:37 ,2025-11-15 14:50:38 ,2025-11-15 14:50:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2125111514101794202134003247,29.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111522001410681421488221	,XP1025111514101794149056000435	,2025-11-15 14:48:08 ,2025-11-15 14:48:08 ,2025-11-23 12:31:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1025111514101794149056000435,25.20   ,支出      ,交易关闭    ,0.00     ,25.20    ,                    ,已支出      ,
2025111522001410681425404905	,20251115135823U36726543934084833	,2025-11-15 13:58:29 ,2025-11-15 13:58:30 ,2025-11-15 13:58:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,海底捞火锅（晶鑫广场店）-美团App-25111511100400001308125335967512,31.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025111522001410681426268316	,20251115134649U07629143040684033	,2025-11-15 13:47:03 ,2025-11-15 13:47:05 ,2025-11-15 13:47:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,海底捞火锅-美团App-25111511100400001308123110080512,171.00  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025111422001410681419652062	,K00001UFA420251114085028X0	,2025-11-14 08:50:29 ,2025-11-14 08:50:31 ,2025-11-14 08:50:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:26-缪家寨-08:50:28,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111322001410681411134889	,K00001UFA420251113085016X0	,2025-11-13 08:50:18 ,2025-11-13 08:50:19 ,2025-11-13 08:50:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:09-缪家寨-08:50:16,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111222001110681407695536	,T200P3059175110164558564	,2025-11-12 18:06:05 ,2025-11-12 18:06:15 ,2025-11-23 16:32:21 ,淘宝        ,支付宝担保交易         ,四川**选           ,【成都特产】川味酸辣粉方便速食红薯粉粗粉粉条四川手信优选 等多件,94.56   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111222001410681401310855	,K00001UFA420251112085449X0	,2025-11-12 08:54:50 ,2025-11-12 08:54:51 ,2025-11-12 08:54:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:16:06-缪家寨-08:54:49,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111122001410681454220057	,K00001UFA420251111085017X0	,2025-11-11 08:50:19 ,2025-11-11 08:50:20 ,2025-11-11 08:50:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:31-缪家寨-08:50:17,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111022001410681447504402	,K00001UFA420251110085845X0	,2025-11-10 08:58:47 ,2025-11-10 08:58:48 ,2025-11-10 08:58:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:21:45-缪家寨-08:58:45,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025111022001410681442135747	,2025111001502300700006850092274787	,2025-11-10 08:16:33 ,2025-11-10 08:16:44 ,2025-11-10 08:16:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,签约商户            ,地铁7折早高峰通勤卡          ,0.10    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110922001110681447999212*13210601325110923346090265562	,13210601325110923346090265562	,2025-11-09 21:53:36 ,2025-11-09 21:53:36 ,2025-11-09 21:53:36 ,淘宝        ,即时到账交易          ,淘宝闪购            ,退款-盒马鲜生(大茂城店)       ,1.54    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,         ,
2025110922001110681447999212	,13210600725110933647072265562	,2025-11-09 21:01:21 ,2025-11-09 21:01:30 ,2025-11-09 21:52:34 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,43.60   ,不计收支    ,交易成功    ,0.00     ,1.54     ,                    ,         ,
2025110822001110681438848665	,13170600725110832531840265562	,2025-11-08 17:51:42 ,2025-11-08 17:51:53 ,2025-11-08 18:37:01 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(西二旗万科店)        ,41.29   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110622001110681427173150	,13180600725110692128673265562	,2025-11-06 18:21:39 ,2025-11-06 18:21:47 ,2025-11-06 18:52:10 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,牛大王安徽牛肉汤(软件园店)外卖订单  ,19.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110622001410681422988248	,W058W05800120251106115707881	,2025-11-06 11:57:50 ,2025-11-06 11:57:51 ,2025-11-06 11:57:51 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,魏家凉皮（上地店)       ,魏家凉皮-上地店_W058_W058001_20251106115707_订单,17.37   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110522001410681416878311	,XP1225110521100110967137002402	,2025-11-05 21:14:58 ,2025-11-05 21:14:59 ,2025-11-05 21:14:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1225110521100110967137002402,11.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110522001410681422645582	,2025110500003100006859987206	,2025-11-05 21:13:31 ,2025-11-05 21:13:46 ,2025-11-05 21:13:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,为13871709570话费充值    ,50.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110522001410681421878866	,XP1925110521101204835580001716	,2025-11-05 21:12:04 ,2025-11-05 21:12:05 ,2025-11-05 21:12:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1925110521101204835580001716,25.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025110522001110681416290322	,13160600725110558649497265562	,2025-11-05 16:03:25 ,2025-11-05 16:03:31 ,2025-11-05 16:32:49 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,杨国福麻辣烫·麻辣拌(上地西路店)外卖订单,20.06   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025103122001410681440815850	,K00001UFA420251031085033X0	,2025-10-31 08:50:35 ,2025-10-31 08:50:36 ,2025-10-31 08:50:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:15:36-缪家寨-08:50:33,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025103022001410681431867836	,K00001UFA420251030085031X0	,2025-10-30 08:50:34 ,2025-10-30 08:50:35 ,2025-10-30 08:50:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:14:08-缪家寨-08:50:31,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102923001410681434067103	,XP1125102921100662466534002692	,2025-10-29 21:46:39 ,2025-10-29 21:46:40 ,2025-10-29 21:46:40 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1125102921100662466534002692,16.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102922001410681425326656	,K00001UFA420251029085053X0	,2025-10-29 08:50:55 ,2025-10-29 08:50:56 ,2025-10-29 08:50:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:15:54-缪家寨-08:50:53,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102822001410681423285136	,XP1625102814101633524185002801	,2025-10-28 14:10:35 ,2025-10-28 14:10:35 ,2025-10-28 14:10:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1625102814101633524185002801,25.10   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102722001410681417454335	,K00001UFA420251027085115X0	,2025-10-27 08:51:17 ,2025-10-27 08:51:18 ,2025-10-27 08:51:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:16:02-缪家寨-08:51:15,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102622001110681411448333	,13180600725102608409421265562	,2025-10-26 18:22:18 ,2025-10-26 18:22:25 ,2025-10-26 21:37:26 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,正新鸡排·炸鸡烧烤(大寨路店)外卖订单 ,6.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102622001410681412112971	,7512660000489000000000469841825299	,2025-10-26 12:53:46 ,2025-10-26 12:53:47 ,2025-10-26 12:53:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赵记羊杂            ,赵记羊杂（鸿基新城店）         ,5.33    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102422001410681457298947	,K00001UFA420251024085652X0	,2025-10-24 08:56:54 ,2025-10-24 08:56:55 ,2025-10-24 08:56:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:56:47-缪家寨-08:56:52,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102322001410681453443178	,11220600725102393116549556485	,2025-10-23 22:55:58 ,2025-10-23 22:55:58 ,2025-11-03 10:59:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,淘特100官方旗舰店      ,天猫优选商品订单  备注: bid_LMALL201903220001 lid_1364714048,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025102222001410681439680365	,2025102201502300700006850079759766	,2025-10-22 08:19:50 ,2025-10-22 08:19:59 ,2025-10-22 08:19:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,签约商户            ,地铁7折早高峰通勤卡          ,0.10    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025101822001410681416902218	,XP2425101818200541654149006999	,2025-10-18 18:08:00 ,2025-10-18 18:08:00 ,2025-10-18 18:08:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2425101818200541654149006999,18.35   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251018200040011100680006414817	,                    	,2025-10-18 12:19:02 ,2025-10-18 12:19:08 ,2025-10-18 12:19:09 ,支付宝网站     ,即时到账交易          ,Peanut(张欢)      ,10 月生活费             ,1000.00 ,支出      ,交易成功    ,0.00     ,0.00     ,10 月生活费             ,已支出      ,
2025101222001410681433906887_RM0025101619201118746389002312	,XP1725101211201983446403004596	,2025-10-16 19:40:17 ,                    ,2025-10-16 19:40:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,退款-商户单号XP1725101211201983446403004596,1.00    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,         ,
2025101222001410681433906887	,XP1725101211201983446403004596	,2025-10-12 11:34:06 ,2025-10-12 11:34:07 ,2025-10-16 19:40:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1725101211201983446403004596,13.38   ,不计收支    ,交易成功    ,0.00     ,1.00     ,                    ,         ,
2025101222001110681435700183	,13110600725101274041022265562	,2025-10-12 11:10:01 ,2025-10-12 11:10:08 ,2025-10-12 13:32:14 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,41.48   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025101122001410681434710804	,XP2525101121201917044326005643	,2025-10-11 21:24:02 ,2025-10-11 21:24:03 ,2025-10-11 21:24:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2525101121201917044326005643,24.64   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025101123001410681429202913	,2025101100003100006857998752	,2025-10-11 08:23:59 ,2025-10-11 08:24:06 ,2025-10-11 08:24:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,为13871709570话费充值    ,50.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025100922001410681413501198	,K00001UFA420251009085457X0	,2025-10-09 08:55:00 ,2025-10-09 08:55:00 ,2025-10-09 08:55:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:18:27-缪家寨-08:54:57,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
