2025122728013000681101100055668563	,2025122722001410681417040441	,2025-12-27 19:20:01 ,2025-12-27 19:20:01 ,2025-12-27 19:20:01 ,支付宝网站     ,即时到账交易          ,支付宝支付科技有限公司     ,经营码信用卡收钱服务费[2025122722001410681417040441],0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251227200040011100270024807885	,                    	,2025-12-27 19:12:54 ,2025-12-27 19:12:56 ,2025-12-27 19:12:57 ,支付宝网站     ,即时到账交易          ,露露(李露露)         ,Transfer            ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,Transfer            ,已支出      ,
2025122722001410681417040441	,17668339428802999110685	,2025-12-27 19:12:23 ,2025-12-27 19:20:01 ,2025-12-27 19:20:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,**露             ,经营码交易               ,3.00    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025122722001408271427146271_184974285618443	,P18M6666031251227519610364384	,2025-12-27 15:43:17 ,                    ,2025-12-27 15:43:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,盒马              ,退款-【高原冷凉菜】盒马苗苗菜  油麦菜苗(长度≤25cm) 250g等3类商品,3.45    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,         ,
2025122722001408271427146271	,P18M6666031251227519610364384	,2025-12-27 15:06:01 ,2025-12-27 15:06:02 ,2025-12-27 15:43:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,盒马              ,【高原冷凉菜】盒马苗苗菜  油麦菜苗(长度≤25cm) 250g等3类商品,68.24   ,不计收支    ,交易成功    ,0.00     ,3.45     ,                    ,         ,
20251226102553010908270009285091	,20251226940188042598	,2025-12-26 22:32:34 ,2025-12-26 22:32:35 ,2025-12-26 22:32:35 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,1.49    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025122610032004600220767160	,                    	,2025-12-26 22:12:58 ,                    ,2025-12-26 22:12:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(3127164853727279370)扣款,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423609925	,08291251226192616   	,2025-12-26 19:26:20 ,2025-12-26 19:26:21 ,2025-12-26 19:26:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,2.32    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423704045	,08291251226192610   	,2025-12-26 19:26:15 ,2025-12-26 19:26:15 ,2025-12-26 19:26:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,1.98    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423736930	,08291251226192354   	,2025-12-26 19:23:58 ,2025-12-26 19:23:58 ,2025-12-26 19:23:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,1.28    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423710974	,08291251226192339   	,2025-12-26 19:23:43 ,2025-12-26 19:23:44 ,2025-12-26 19:23:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,1.28    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423730206	,08291251226192328   	,2025-12-26 19:23:32 ,2025-12-26 19:23:33 ,2025-12-26 19:23:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,0.98    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423731509	,08291251226192315   	,2025-12-26 19:23:19 ,2025-12-26 19:23:20 ,2025-12-26 19:23:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,0.68    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423736929	,08291251226192305   	,2025-12-26 19:23:09 ,2025-12-26 19:23:10 ,2025-12-26 19:23:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423707399	,08291251226192254   	,2025-12-26 19:22:58 ,2025-12-26 19:22:58 ,2025-12-26 19:22:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安唐久便利连锁有限公司    ,山西省太原唐久超市有限公司-消费    ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122622001408271423719175	,0012660000482200007895083289227601	,2025-12-26 19:02:02 ,2025-12-26 19:02:10 ,2025-12-26 19:02:10 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,常记食府            ,常记食府西安大寨路店          ,13.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251226102553010508270006996147	,20251226940187989927	,2025-12-26 13:19:35 ,2025-12-26 13:19:35 ,2025-12-26 13:19:35 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,1.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025122622001408271421423940	,47667180021022109508272	,2025-12-26 11:00:02 ,2025-12-26 11:00:07 ,2025-12-26 11:00:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,小泽的店            ,收钱码收款               ,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251226110070001506270003115619	,20251226002161010000278274919216_PZ1339244268	,2025-12-26 10:59:16 ,2025-12-26 10:59:16 ,2025-12-26 10:59:16 ,支付宝网站     ,即时到账交易          ,广州吱驿网络技术有限公司    ,支付宝发红包你赚现金奖励        ,1.00    ,收入      ,交易成功    ,0.00     ,0.00     ,支付宝发红包你赚现金奖励        ,已收入      ,
2025122622001489741409244497	,17667179500712022589741	,2025-12-26 10:59:10 ,2025-12-26 10:59:15 ,2025-12-26 10:59:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,*泽              ,收钱码收款               ,3.00    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025122622001408271422352832	,XP2525122608101456456821002823	,2025-12-26 08:18:29 ,2025-12-26 08:18:29 ,2025-12-26 08:18:29 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP2525122608101456456821002823,24.41   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122522001408271423613139	,40126600004823000003232512257317408111107	,2025-12-25 20:19:34 ,2025-12-25 20:19:35 ,2025-12-25 20:19:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,逗零嘴陕西032店-雁塔区中航华府店,逗零嘴-逗零嘴陕西032店-西安市大寨路中航华府店,14.72   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122522001408271420193637	,9812660000482200007895083279931282	,2025-12-25 19:50:21 ,2025-12-25 19:50:25 ,2025-12-25 19:50:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,常记食府            ,常记食府西安大寨路店          ,15.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251225102553010508270002433099	,20251225940187575967	,2025-12-25 13:20:23 ,2025-12-25 13:20:24 ,2025-12-25 13:20:23 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,1.68    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025122510032004570228373809	,                    	,2025-12-25 11:43:49 ,                    ,2025-12-25 11:43:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(3135295704984479495)扣款,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122422001408271418234988	,2912660000489000000001016941825358	,2025-12-24 19:45:29 ,2025-12-24 19:45:30 ,2025-12-24 19:45:30 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赵记羊杂            ,赵记羊杂（鸿基新城店）         ,26.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122422001408271411495544	,00552025122408231715732337638110	,2025-12-24 08:23:21 ,2025-12-24 08:23:21 ,2025-12-24 08:23:21 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,为187****5063话费充值    ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122422001408271411249398	,00552025122408201185080684354945	,2025-12-24 08:20:15 ,2025-12-24 08:20:16 ,2025-12-24 08:20:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,为157****1917话费充值    ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122322001408271411947823	,00552025122316375622291502894394	,2025-12-23 16:38:00 ,2025-12-23 16:38:00 ,2025-12-23 16:38:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国移动            ,为187****5063话费充值    ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251222102553010908270090889514	,20251222940186659612	,2025-12-22 22:32:33 ,2025-12-22 22:32:34 ,2025-12-22 22:32:34 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,8.40    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025122222001408271408758470	,66106600004857000220251222CCbog4hm	,2025-12-22 19:45:43 ,2025-12-22 19:45:48 ,2025-12-22 19:45:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕西省西安市麻辣串串      ,麻辣串串【买单】消费27.00元    ,26.79   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251222020070011560270098802194	,FP301_7829241310850231	,2025-12-22 17:08:42 ,2025-12-22 17:08:43 ,2025-12-22 17:08:43 ,支付宝网站     ,即时到账交易          ,**杰             ,支付宝转账小额打款-关联订单号：3138555325419364384,8.40    ,收入      ,交易成功    ,0.00     ,0.00     ,支付宝转账小额打款-关联订单号：3138555325419364384,已收入      ,
2025122222001108271406136501	,T200P3138555325419364384	,2025-12-22 16:57:21 ,2025-12-22 16:57:26 ,2026-01-01 17:02:18 ,淘宝        ,支付宝担保交易         ,tb**8           ,cursor pro独享订阅cursor4 pro官方独享充值账号pro代充claude4,85.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251221102553010908270086374399	,20251221940186178738	,2025-12-21 22:32:26 ,2025-12-21 22:32:27 ,2025-12-21 22:32:26 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,0.10    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
20251221110070001506270099700397	,20251221002161010000278228395504_PZ1339244268	,2025-12-21 21:04:16 ,2025-12-21 21:04:16 ,2025-12-21 21:04:16 ,支付宝网站     ,即时到账交易          ,广州吱驿网络技术有限公司    ,支付宝发红包你赚现金奖励        ,0.10    ,收入      ,交易成功    ,0.00     ,0.00     ,支付宝发红包你赚现金奖励        ,已收入      ,
2025122122001408271400912489	,21251221192856014930	,2025-12-21 19:28:56 ,2025-12-21 19:28:57 ,2025-12-21 19:28:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕西奥特乐商业管理有限公司   ,25122111281160192857,10.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122122001408271400862859	,2820180330024764010461368606272919875709377	,2025-12-21 18:36:03 ,2025-12-21 18:36:04 ,2025-12-21 18:36:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,云阿蛮生烫牛肉米线西咸吾悦广场店,美团收银909700207650043998,39.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025122122001408271400885818	,P18M6666031251221249222364384	,2025-12-21 12:24:13 ,2025-12-21 12:24:14 ,2025-12-21 12:24:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安盒马            ,红泡椒 约250g等3类商品      ,94.13   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025122022001166571452311150	,T200P3135295704984479495	,2025-12-20 22:35:34 ,2025-12-20 22:35:40 ,2025-12-25 11:43:15 ,淘宝        ,支付宝担保交易         ,****0           ,【24H秒发】动物小说 - 沈石溪&middot;品藏书系（升级版）套装36册,1.69    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025122022001408271456548556	,P18M6666031251220123796364384	,2025-12-20 14:28:15 ,2025-12-20 14:28:16 ,2025-12-20 14:28:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安盒马            ,螺丝椒 约300g等3类商品      ,50.91   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025122022001408271454883306	,361266000048180000SAAS34975957202512201301163471	,2025-12-20 13:01:16 ,2025-12-20 13:01:17 ,2025-12-20 13:01:17 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安刚飞肉类供应链有限公司   ,双汇鲜肉中航华府店ALIPAY实际支付31.1元,30.48   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251218102553010908270070551625	,20251218940185104984	,2025-12-18 22:32:02 ,2025-12-18 22:32:02 ,2025-12-18 22:32:02 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,9.44    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121810032004880244720308	,                    	,2025-12-18 20:24:27 ,                    ,2025-12-18 20:24:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(3110774952966612379)扣款,0.06    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121822001408271450242729	,63106600004857000220251218CC7cqja7	,2025-12-18 19:56:38 ,2025-12-18 19:56:41 ,2025-12-18 19:56:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕西省西安市麻辣串串      ,麻辣串串【买单】消费13.00元    ,13.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121822001408271450302402	,15106600004857000220251218CC7btce6	,2025-12-18 18:44:52 ,2025-12-18 18:44:58 ,2025-12-18 18:44:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕西省西安市麻辣串串      ,麻辣串串【买单】消费15.00元    ,14.79   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121322001408271430260783_20251218113118R52520028284707040	,20251213120848U29518358160467040	,2025-12-18 11:31:19 ,                    ,2025-12-18 11:31:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,退款-肯德基-美团App-25121311200700001302496342404160,9.90    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025121810121101001000000000940022433928	,                    	,2025-12-18 10:51:32 ,2025-12-18 10:51:32 ,2025-12-18 10:51:37 ,支付宝网站     ,即时到账交易          ,网商银行            ,余利宝-银行卡转入           ,3727.00 ,不计收支    ,转入成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121822001108271447964070	,13080600725121826362405901020	,2025-12-18 08:42:48 ,2025-12-18 08:42:53 ,2025-12-18 11:52:54 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,库迪咖啡(航天城巴瑞尔科技大厦店)外卖订单,3.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121722001408271446678507	,54106600004857000220251217CC6dn9qi	,2025-12-17 18:51:07 ,2025-12-17 18:51:11 ,2025-12-17 18:51:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,陕西省西安市麻辣串串      ,麻辣串串【买单】消费10.00元    ,9.79    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121722001408271446773150	,17659682361022109508272	,2025-12-17 18:43:56 ,2025-12-17 18:43:59 ,2025-12-17 18:43:59 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,河间驴肉火烧          ,收钱码收款               ,5.70    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251216102553010908270061612807	,20251216940184370406	,2025-12-16 22:31:02 ,2025-12-16 22:31:03 ,2025-12-16 22:31:03 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,9.44    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121622001142601435823842	,T200P3127164853727279370	,2025-12-16 21:41:04 ,2025-12-16 21:41:11 ,2025-12-26 22:12:56 ,淘宝        ,支付宝担保交易         ,****7           ,【24h秒发】全网小说下载，主流小说下载，多系统支持,1.50    ,收入      ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025121623001408271441590685	,5112660000482200007895089657598145	,2025-12-16 18:51:10 ,2025-12-16 18:51:14 ,2025-12-16 18:51:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,常记食府            ,常记食府西安大寨路店          ,11.76   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121610032004710201724254	,                    	,2025-12-16 15:40:11 ,                    ,2025-12-16 15:40:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(4926849194580940124)扣款,0.06    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121622001108271440668355	,13080600725121652680267901020	,2025-12-16 08:49:34 ,2025-12-16 08:49:38 ,2025-12-16 11:59:39 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,库迪咖啡(航天城巴瑞尔科技大厦店)外卖订单,3.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001408271435673271	,MX9QM0Y30Xa0        	,2025-12-14 16:34:35 ,2025-12-14 16:34:35 ,2025-12-14 16:34:35 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music; Purchases on 12.14,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001408271435311692	,MX9QM0KHHWa0        	,2025-12-14 13:06:19 ,2025-12-14 13:06:20 ,2025-12-14 13:06:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,App Store & Apple Music,App Store & Apple Music; Purchases on 12.14,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001108271433954043	,13130600725121435510832901020	,2025-12-14 13:00:51 ,2025-12-14 13:00:57 ,2025-12-14 13:54:26 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,盒马鲜生(大茂城店)          ,42.69   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025121422001408271430632149	,P18M6666031251214830799364384	,2025-12-14 12:33:24 ,2025-12-14 12:33:25 ,2025-12-14 12:33:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安盒马            ,【炖煮季】粉糯贝贝南瓜 约750g等3类商品,142.46  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025121322001408271431672266	,4212660000489000000001247641825347	,2025-12-13 20:02:39 ,2025-12-13 20:02:40 ,2025-12-13 20:02:39 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赵记羊杂            ,赵记羊杂（鸿基新城店）         ,2.55    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121323001408271430684447	,7012660000489000000001145741825347	,2025-12-13 19:46:00 ,2025-12-13 19:46:05 ,2025-12-13 19:46:05 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赵记羊杂            ,赵记羊杂（鸿基新城店）         ,54.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121322001408271429592733	,20251213140721U27818433577917357	,2025-12-13 14:07:25 ,2025-12-13 14:07:25 ,2025-12-13 14:07:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,海底捞火锅（晶鑫广场店）-美团App-25121311200700001302524061835160,1.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121322001408271429850260	,20251213140618U25121366959377862	,2025-12-13 14:06:24 ,2025-12-13 14:06:24 ,2025-12-13 14:06:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,海底捞火锅-美团App-25121311200700001302524211976160,98.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025121322001408271425899074	,20251213140535U23422589953207580	,2025-12-13 14:05:48 ,2025-12-13 14:05:49 ,2025-12-13 14:05:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,海底捞火锅-美团App-25121311200700001302524321343160,85.16   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025121322001408271430260783	,20251213120848U29518358160467040	,2025-12-13 12:08:55 ,2025-12-13 12:08:55 ,2025-12-18 11:31:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,美团              ,肯德基-美团App-25121311200700001302496342404160,9.90    ,支出      ,交易关闭    ,0.00     ,9.90     ,                    ,已支出      ,
20251212102553010908270042612057	,20251212940182943459	,2025-12-12 22:30:28 ,2025-12-12 22:30:28 ,2025-12-12 22:30:28 ,支付宝网站     ,即时到账交易          ,网商银行            ,支付宝转入到余利宝           ,1.68    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121210032004910203419257	,                    	,2025-12-12 22:07:13 ,                    ,2025-12-12 22:07:13 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州闲鱼信息技术有限公司    ,分账-基础软件服务费(4908506796391496111)扣款,0.01    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121222001108271426153192	,25121264696020610156	,2025-12-12 09:29:44 ,2025-12-12 09:29:48 ,2025-12-12 09:31:09 ,其他（包括阿里巴巴和外部商家）,支付宝担保交易         ,中国人民财产保险股份有限公司  ,蚂蚁保车险服务-陕U82X78     ,410.04  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121222001408271425901533	,K00002L84Z20251212085702X0	,2025-12-12 08:57:17 ,2025-12-12 08:57:18 ,2025-12-12 08:57:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,西安市轨道交通集团有限公司   ,地铁-鱼化寨-08:17:32-神舟大道-08:57:02,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121123001108271422222851	,T200P3115282371043364384	,2025-12-11 11:42:58 ,2025-12-11 11:43:05 ,2025-12-21 11:43:21 ,淘宝        ,支付宝担保交易         ,t***2           ,Codex CLI 每日90刀软件开发 ,3.88    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121122001108271422344535	,13080600725121137530139901020	,2025-12-11 08:48:07 ,2025-12-11 08:48:10 ,2025-12-11 11:58:11 ,淘宝        ,支付宝担保交易         ,淘宝闪购            ,库迪咖啡(航天城巴瑞尔科技大厦店)外卖订单,3.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121022001408271418663794	,17653654578022109508272	,2025-12-10 19:17:38 ,2025-12-10 19:17:41 ,2025-12-10 19:17:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,晨光烧饼            ,经营码交易               ,5.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
